ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Company Name,Weight,Cap,Excess Weight,Total Weight
US0605053109,,1127.28,,,,,,,,,,,,,Bank of America Corp.,1.072933277142285,0,0,0
US0640582096,,572.0896,,,,,,,,,,,,,The Bank of New York Mellon Corp.,0.5445088792021672,0,0,0
US0549372060,,585.81,,,,,,,,,,,,,BB&T Corp.,0.5575678119745955,0,0,0
US0549378000,,499.2,,,,,,,,,,,,,BB&T Corp.,0.47513332264337943,0,0,0
US0549378752,,488.12165999999996,,,,,,,,,,,,,BB&T Corp.,0.46458907485977957,0,0,0
US0549374041,,1162.88,,,,,,,,,,,,,BB&T Corp.,1.106816983644898,0,0,0
US0549376020,,450.36,,,,,,,,,,,,,BB&T Corp.,0.42864792304822186,0,0,0
US0758872081,,2860.11,,,,,,,,,,,,,"Becton, Dickinson & Co.",2.722222691156963,0,0,0
US11282X2027,,251.4,,,,,,,,,,,,,"Brookfield Property REIT, Inc.",0.2392798824369904,0,0,0
US14040H8658,,600.72,,,,,,,,,,,,,Capital One Financial Corp.,0.5717589935463359,0,0,0
US14040H6009,,512.0,,,,,,,,,,,,,Capital One Financial Corp.,0.487316228352184,0,0,0
US14040H7098,,522.0,,,,,,,,,,,,,Capital One Financial Corp.,0.49683412343718764,0,0,0
US14040H8401,,527.8,,,,,,,,,,,,,Capital One Financial Corp.,0.5023545025864896,0,0,0
US14040H8815,,526.2,,,,,,,,,,,,,Capital One Financial Corp.,0.5008316393728892,0,0,0
US14040H4020,,889.7,,,,,,,,,,,,,Capital One Financial Corp.,0.8468071257127698,0,0,0
US14067E6059,,259.2579,,,,,,,,,,,,,Capstead Mortgage Corp.,0.24675894921583533,0,0,0
US14309L2016,,369.6,,,,,,,,,,,,,The Carlyle Group LP,0.3517814023417329,0,0,0
US1248308033,,51.266999999999996,,,,,,,,,,,,,"CBL & Associates Properties, Inc.",0.04879539273228792,0,0,0
US1248306052,,142.659,,,,,,,,,,,,,"CBL & Associates Properties, Inc.",0.13578133949315277,0,0,0
US15189T5039,,1028.33,,,,,,,,,,,,,"CenterPoint Energy, Inc.",0.9787537052761746,0,0,0
US8085136005,,789.9,,,,,,,,,,,,,The Charles Schwab Corp.,0.7518185327644339,0,0,0
US8085134026,,636.48,,,,,,,,,,,,,The Charles Schwab Corp.,0.6057949863703087,0,0,0
US16934Q5053,,260.1976,,,,,,,,,,,,,Chimera Investment Corp.,0.24765334581697312,0,0,0
US16934Q4064,,332.28,,,,,,,,,,,,,Chimera Investment Corp.,0.3162606178844994,0,0,0
US12542R8034,,565.524,,,,,,,,,,,,,"CHS, Inc.",0.5382598100051572,0,0,0
US12542R3084,,592.2684,,,,,,,,,,,,,"CHS, Inc.",0.5637148493362943,0,0,0
US12542R5063,,447.048,,,,,,,,,,,,,"CHS, Inc.",0.4254955961960687,0,0,0
US12542R7044,,513.382,,,,,,,,,,,,,"CHS, Inc.",0.48863160145293144,0,0,0
US1729673178,,1104.138,,,,,,,,,,,,,"Citigroup, Inc.",1.0509069643365696,0,0,0
US1729673418,,1659.45,,,,,,,,,,,,,"Citigroup, Inc.",1.5794470998809214,0,0,0
US1729673582,,1056.78,,,,,,,,,,,,,"Citigroup, Inc.",1.0058321167930098,0,0,0
US19626G5045,,261.2225,,,,,,,,,,,,,"Colony Capital, Inc.",0.24862883488423515,0,0,0
US19626G7025,,236.325,,,,,,,,,,,,,"Colony Capital, Inc.",0.22493165559634742,0,0,0
US19626G6035,,285.108,,,,,,,,,,,,,"Colony Capital, Inc.",0.2713628031895205,0,0,0
US19626G3065,,252.2,,,,,,,,,,,,,"Colony Capital, Inc.",0.24004131404379062,0,0,0
US20451Q3020,,87.04,,,,,,,,,,,,,Compass Diversified Holdings,0.08284375881987129,0,0,0
US21870U3041,,131.716,,,,,,,,,,,,,"CorEnergy Infrastructure Trust, Inc.",0.12536590690163335,0,0,0
MHY1771G1364,,97.9092,,,,,,,,,,,,,Costamare Inc.,0.09318894934566338,0,0,0
MHY1771G2016,,114.54,,,,,,,,,,,,,Costamare Inc.,0.10901797030363117,0,0,0
US23311P2092,,158.3475,,,,,,,,,,,,,DCP Midstream LP,0.15071348919726066,0,0,0
US23311P3082,,109.03200000000001,,,,,,,,,,,,,DCP Midstream LP,0.1037755136908112,0,0,0
US2538688555,,197.2,,,,,,,,,,,,,"Digital Realty Trust, Inc.",0.18769289107627088,0,0,0
US2538688894,,252.5,,,,,,,,,,,,,"Digital Realty Trust, Inc.",0.24032685089634076,0,0,0
US2538688639,,263.6,,,,,,,,,,,,,"Digital Realty Trust, Inc.",0.25089171444069475,0,0,0
US29359U1097,,417.76,,,,,,,,,,,,,Enstar Group Ltd.,0.39761958507111017,0,0,0
US31154R2085,,141.5292,,,,,,,,,,,,,"Farmland Partners, Inc.",0.13470600770644905,0,0,0
US3137477010,,144.42,,,,,,,,,,,,,Federal Realty Investment Trust,0.1374574408176219,0,0,0
US3167736053,,511.38,,,,,,,,,,,,,Fifth Third Bancorp,0.4867261188569138,0,0,0
US33616C8376,,153.6,,,,,,,,,,,,,First Republic Bank (San Francisco),0.1461948685056552,0,0,0
US3361588037,,304.08,,,,,,,,,,,,,First Republic Bank (San Francisco),0.28942015374478924,0,0,0
MHY2687W1167,,139.725,,,,,,,,,,,,,GasLog Partners LP,0.13298878907521272,0,0,0
US38148B5049,,708.21,,,,,,,,,,,,,"The Goldman Sachs Group, Inc.",0.6740668478150396,0,0,0
US38143Y6656,,585.6,,,,,,,,,,,,,"The Goldman Sachs Group, Inc.",0.5573679361778104,0,0,0
US38145G3083,,1040.0,,,,,,,,,,,,,"The Goldman Sachs Group, Inc.",0.9898610888403738,0,0,0
US38144X6094,,159.8408,,,,,,,,,,,,,"The Goldman Sachs Group, Inc.",0.15213479647030426,0,0,0
US38148B1089,,757.4,,,,,,,,,,,,,"The Goldman Sachs Group, Inc.",0.7208853737381722,0,0,0
US38144G8042,,591.0,,,,,,,,,,,,,"The Goldman Sachs Group, Inc.",0.5625075995237124,0,0,0
US4165186036,,368.598,,,,,,,,,,,,,"The Hartford Financial Services Group, Inc.",0.35082770925421547,0,0,0
US4278256098,,177.146,,,,,,,,,,,,,Hersha Hospitality Trust,0.16860570427280466,0,0,0
US4042806046,,1357.2,,,,,,,,,,,,,HSBC Holdings Plc,1.291768720936688,0,0,0
US4461507083,,628.32,,,,,,,,,,,,,"Huntington Bancshares, Inc.",0.5980283839809458,0,0,0
US46131B5066,,287.615,,,,,,,,,,,,,"Invesco Mortgage Capital, Inc.",0.27374893948733087,0,0,0
US46637G1242,,925.92,,,,,,,,,,,,,JPMorgan Chase & Co.,0.8812809417106527,0,0,0
US48127X5427,,1504.23,,,,,,,,,,,,,JPMorgan Chase & Co.,1.4317103323714957,0,0,0
US48127R4618,,1486.056,,,,,,,,,,,,,JPMorgan Chase & Co.,1.4144125098440101,0,0,0
US4812467003,,927.52,,,,,,,,,,,,,JPMorgan Chase & Co.,0.8828038049242534,0,0,0
US48127V8274,,1218.08,,,,,,,,,,,,,JPMorgan Chase & Co.,1.1593557645141177,0,0,0
US48128B6552,,1782.48735,,,,,,,,,,,,,JPMorgan Chase & Co.,1.6965527587646083,0,0,0
US4932677028,,550.8,,,,,,,,,,,,,KeyCorp,0.5242456612819979,0,0,0
US4932678760,,425.85,,,,,,,,,,,,,KeyCorp,0.4053195621948781,0,0,0
US49446R7373,,211.77,,,,,,,,,,,,,Kimco Realty Corp.,0.20156046421512114,0,0,0
US49446R7118,,247.4662,,,,,,,,,,,,,Kimco Realty Corp.,0.23553573286845164,0,0,0
US48251W2035,,366.666,,,,,,,,,,,,,"KKR & Co., Inc.",0.3489888519237928,0,0,0
US50575Q2012,,425.3,,,,,,,,,,,,,"Ladenburg Thalmann Financial Services, Inc.",0.40479607796520284,0,0,0
US59156R8768,,839.454,,,,,,,,,,,,,"MetLife, Inc.",0.7989835100686608,0,0,0
US59156R5046,,547.68,,,,,,,,,,,,,"MetLife, Inc.",0.5212760780154767,0,0,0
US61762V5075,,512.0,,,,,,,,,,,,,Morgan Stanley,0.487316228352184,0,0,0
US61747S5047,,882.64,,,,,,,,,,,,,Morgan Stanley,0.8400874917827572,0,0,0
US61762V6065,,1052.4,,,,,,,,,,,,,Morgan Stanley,1.0016632787457784,0,0,0
US61762V2007,,969.105,,,,,,,,,,,,,Morgan Stanley & Co. LLC,0.9223839716352408,0,0,0
US61763E2072,,943.16,,,,,,,,,,,,,Morgan Stanley,0.897689792837199,0,0,0
US61761J4067,,1090.8,,,,,,,,,,,,,Morgan Stanley,1.038211995872192,0,0,0
BMG6359F1297,,164.335,,,,,,,,,,,,,Nabors Industries Ltd.,0.15641232887940656,0,0,0
US6362208570,,180.0,,,,,,,,,,,,,National General Holdings Corp.,0.17132211153006469,0,0,0
US6374178746,,339.48,,,,,,,,,,,,,"National Retail Properties, Inc.",0.323113502345702,0,0,0
US6374178092,,288.19,,,,,,,,,,,,,"National Retail Properties, Inc.",0.2742962184547186,0,0,0
US6494452021,,568.56,,,,,,,,,,,,,"New York Community Bancorp, Inc.",0.5411494429529643,0,0,0
US6496048819,,129.735,,,,,,,,,,,,,"New York Mortgage Trust, Inc.",0.12348041188529413,0,0,0
US62913M2061,,200.8566,,,,,,,,,,,,,NGL Energy Partners LP,0.1911732045930533,0,0,0
US6658598726,,409.28,,,,,,,,,,,,,Northern Trust Corp.,0.38954841003902707,0,0,0
US67058H4092,,169.257,,,,,,,,,,,,,NuStar Energy LP,0.16109703684024532,0,0,0
US67058H2013,,215.8092,,,,,,,,,,,,,NuStar Energy LP,0.20540493239785576,0,0,0
US67058H3003,,329.25199999999995,,,,,,,,,,,,,NuStar Energy LP,0.3133785992527603,0,0,0
US6740014096,,237.61226000000002,,,,,,,,,,,,,Oaktree Capital Group LLC,0.22615685615905964,0,0,0
US6740013007,,183.79512,,,,,,,,,,,,,Oaktree Capital Group LLC,0.17493426692956457,0,0,0
US7091027018,,104.55,,,,,,,,,,,,,Pennsylvania Real Estate Investment Trust,0.09950959311371256,0,0,0
US7091026028,,147.17700000000002,,,,,,,,,,,,,Pennsylvania Real Estate Investment Trust,0.1400815244925574,0,0,0
US70931T4004,,198.666,,,,,,,,,,,,,PennyMac Mortgage Investment Trust,0.18908821449573238,0,0,0
US7127042049,,258.825,,,,,,,,,,,,,"People's United Financial, Inc.",0.2463469195376055,0,0,0
US6934758573,,1607.4,,,,,,,,,,,,,"The PNC Financial Services Group, Inc.",1.5299064559634776,0,0,0
US6934758326,,484.608,,,,,,,,,,,,,"The PNC Financial Services Group, Inc.",0.4612448101353422,0,0,0
US69360J5781,,190.8,,,,,,,,,,,,,"PS Business Parks, Inc.",0.18160143822186858,0,0,0
US69360J5948,,226.872,,,,,,,,,,,,,"PS Business Parks, Inc.",0.21593438937249354,0,0,0
US74460W7193,,338.24,,,,,,,,,,,,,Public Storage,0.3219332833551616,0,0,0
US74460W7359,,320.45,,,,,,,,,,,,,Public Storage,0.3050009479989402,0,0,0
US74460W7508,,199.04,,,,,,,,,,,,,Public Storage,0.18944418377191152,0,0,0
US74460W8001,,495.99,,,,,,,,,,,,,Public Storage,0.4720780783210933,0,0,0
US74460W6021,,290.95,,,,,,,,,,,,,Public Storage,0.2769231574981796,0,0,0
US74460W6690,,303.6,,,,,,,,,,,,,Public Storage,0.28896329478070915,0,0,0
US74460W6856,,280.0,,,,,,,,,,,,,Public Storage,0.26650106238010063,0,0,0
US74460W7763,,306.6,,,,,,,,,,,,,Public Storage,0.2918186633062102,0,0,0
US74460W8266,,290.72115,,,,,,,,,,,,,Public Storage,0.2767053404691593,0,0,0
US74460W8753,,499.8,,,,,,,,,,,,,Public Storage,0.4757043963484796,0,0,0
US7591EP3084,,508.6,,,,,,,,,,,,,Regions Financial Corp.,0.4840801440232828,0,0,0
US7591EP5063,,548.6,,,,,,,,,,,,,Regions Financial Corp.,0.5221517243632972,0,0,0
BMG7498P1196,,271.26,,,,,,,,,,,,,RenaissanceRe Holdings Ltd.,0.2581824220758075,0,0,0
US75968N3098,,251.3,,,,,,,,,,,,,RenaissanceRe Holdings Ltd.,0.23918470348614032,0,0,0
US74965L2007,,327.50524260000003,,,,,,,,,,,,,RLJ Lodging Trust,0.311716053885545,0,0,0
US81254U3041,,225.4445,,,,,,,,,,,,,Seaspan Corp.,0.2145757098491093,0,0,0
MHY756381411,,150.6,,,,,,,,,,,,,Seaspan Corp.,0.1433394999801541,0,0,0
MHY756383078,,196.5852,,,,,,,,,,,,,Seaspan Corp.,0.18710773088644483,0,0,0
US8168514060,,1829.3625,,,,,,,,,,,,,Sempra Energy,1.7411680347439888,0,0,0
US84860W2017,,164.63400000000001,,,,,,,,,,,,,"Spirit Realty Capital, Inc.",0.15669691394244817,0,0,0
US8574778895,,772.8,,,,,,,,,,,,,State Street Corp.,0.7355429321690776,0,0,0
US8574778556,,523.2,,,,,,,,,,,,,State Street Corp.,0.49797627084738805,0,0,0
US8574775099,,502.8,,,,,,,,,,,,,State Street Corp.,0.4785597648739808,0,0,0
US8574776089,,794.7,,,,,,,,,,,,,State Street Corp.,0.7563871224052356,0,0,0
US85814R2067,,168.44875,,,,,,,,,,,,,Steel Partners Holdings LP,0.1603277529699999,0,0,0
US8679145099,,149.799,,,,,,,,,,,,,"SunTrust Banks, Inc.",0.14257711658384534,0,0,0
US87161C6003,,212.64,,,,,,,,,,,,,Synovus Financial Corp.,0.20238852108751643,0,0,0
US8722753006,,173.11,,,,,,,,,,,,,TCF Financial Corp.,0.16476428181649724,0,0,0
MHY8564M1131,,127.5,,,,,,,,,,,,,Teekay LNG Partners LP,0.12135316233379582,0,0,0
MHY8564M2048,,164.53144,,,,,,,,,,,,,Teekay LNG Partners LP,0.15659929841045636,0,0,0
MHY8565J1275,,113.4,,,,,,,,,,,,,Teekay Offshore Partners LP,0.10793293026394077,0,0,0
MHY8565J1762,,100.176,,,,,,,,,,,,,Teekay Offshore Partners LP,0.09534646580353201,0,0,0
BMG9108L1651,,137.28,,,,,,,,,,,,,Tsakos Energy Navigation Ltd.,0.13066166372692933,0,0,0
US90187B3096,,288.88,,,,,,,,,,,,,Two Harbors Investment Corp.,0.27495295321558383,0,0,0
US90187B5075,,285.796,,,,,,,,,,,,,Two Harbors Investment Corp.,0.2720176343713687,0,0,0
US90187B2007,,153.295,,,,,,,,,,,,,Two Harbors Investment Corp.,0.14590457270556256,0,0,0
US9029737916,,507.8,,,,,,,,,,,,,U.S. Bancorp,0.4833187124164825,0,0,0
US9029738336,,1181.4,,,,,,,,,,,,,U.S. Bancorp,1.1244441253423247,0,0,0
US9029731554,,779.2,,,,,,,,,,,,,U.S. Bancorp,0.7416343850234801,0,0,0
US9029737593,,601.22,,,,,,,,,,,,,U.S. Bancorp,0.5722348883005861,0,0,0
US92339V2097,,1084.98522,,,,,,,,,,,,,"VEREIT, Inc.",1.0326775492739544,0,0,0
US9290428443,,295.32,,,,,,,,,,,,,Vornado Realty Trust,0.2810824776503261,0,0,0
US9290428518,,300.96,,,,,,,,,,,,,Vornado Realty Trust,0.2864505704782681,0,0,0
US9290428286,,299.4354,,,,,,,,,,,,,Vornado Realty Trust,0.28499947219360855,0,0,0
US93964W2070,,79.08,,,,,,,,,,,,,"Washington Prime Group, Inc.",0.07526751433220842,0,0,0
US94988U6560,,709.32,,,,,,,,,,,,,Wells Fargo & Co.,0.6751233341694749,0,0,0
US94988U6727,,1163.8,,,,,,,,,,,,,Wells Fargo & Co.,1.1076926299927183,0,0,0
US9497466550,,620.0,,,,,,,,,,,,,Wells Fargo & Co.,0.5901094952702228,0,0,0
US9497467475,,742.8,,,,,,,,,,,,,Wells Fargo & Co.,0.706989246914067,0,0,0
US9497467210,,638.82,,,,,,,,,,,,,Wells Fargo & Co.,0.6080221738201996,0,0,0
US94988U7147,,1024.0,,,,,,,,,,,,,Wells Fargo & Co.,0.974632456704368,0,0,0
US9497465560,,1794.69,,,,,,,,,,,,,Wells Fargo & Co.,1.70816711301051,0,0,0
US9497463664,,817.6,,,,,,,,,,,,,Wells Fargo & Co.,0.7781831021498938,0,0,0
US94988U7303,,1042.4,,,,,,,,,,,,,Wells Fargo & Co.,0.9921453836607746,0,0,0
US9497464654,,927.696,,,,,,,,,,,,,Wells Fargo & Co.,0.8829713198777493,0,0,0
US9897018597,,188.890659,,,,,,,,,,,,,Zions Bancorporation,0.179784147489919,0,0,0
US0200028530,,258.4,,,,,,,,,,,,,The Allstate Corp.,0.24594240899649283,0,0,0
US0423154089,,159.225,,,,,,,,,,,,,"ARMOUR Residential REIT, Inc.",0.15154868449096973,0,0,0
US0441037035,,140.12,,,,,,,,,,,,,"Ashford Hospitality Trust, Inc.",0.13336474593107037,0,0,0
US0605056250,,402.1696,,,,,,,,,,,,,"Merrill Lynch & Co., Inc.",0.3827808059177861,0,0,0
US0605055914,,340.38206,,,,,,,,,,,,,Bank of America Corp.,0.3239720735897399,0,0,0
US16934Q3074,,149.408,,,,,,,,,,,,,Chimera Investment Corp.,0.1422049668860217,0,0,0
US12542R2094,,359.07872000000003,,,,,,,,,,,,,"CHS, Inc.",0.34176735842173817,0,0,0
US19626G2075,,151.87176000000002,,,,,,,,,,,,,"Colony Capital, Inc.",0.14454994780548455,0,0,0
US2538688480,,213.16400000000002,,,,,,,,,,,,,"Digital Realty Trust, Inc.",0.2028872587899706,0,0,0
US26884U5056,,145.86,,,,,,,,,,,,,EPR Properties,0.13882801770986244,0,0,0
US33616C8111,,200.48,,,,,,,,,,,,,First Republic Bank (San Francisco),0.19081476066415204,0,0,0
MHY2687W1241,,109.02,,,,,,,,,,,,,GasLog Partners LP,0.10376409221670918,0,0,0
MHY2745C1104,,138.828,,,,,,,,,,,,,Golar LNG Partners LP,0.1321350338860879,0,0,0
MHY3262R1181,,161.1927,,,,,,,,,,,,,Höegh LNG Partners LP,0.15342152070684587,0,0,0
US49446R7787,,221.67,,,,,,,,,,,,,Kimco Realty Corp.,0.21098318034927466,0,0,0
US49446R7944,,401.6,,,,,,,,,,,,,Kimco Realty Corp.,0.38223866661374434,0,0,0
US48251W3025,,165.20086,,,,,,,,,,,,,"KKR & Co., Inc.",0.1572364453432367,0,0,0
US55272X4097,,201.28,,,,,,,,,,,,,"MFA Financial, Inc.",0.19157619227095232,0,0,0
US6097204043,,276.99863999999997,,,,,,,,,,,,,Monmouth Real Estate Investment Corp.,0.2636443994208679,0,0,0
US6362208083,,149.16,,,,,,,,,,,,,National General Holdings Corp.,0.14196892308791362,0,0,0
US69360J6284,,183.6021,,,,,,,,,,,,,"PS Business Parks, Inc.",0.17475055251863386,0,0,0
US74460W1071,,225.0,,,,,,,,,,,,,Public Storage,0.21415263941258086,0,0,0
US74460W7920,,194.94,,,,,,,,,,,,,Public Storage,0.18554184678706004,0,0,0
MHY756382088,,174.4594608,,,,,,,,,,,,,Seaspan Corp.,0.1660486844480697,0,0,0
MHY756381338,,136.53736,,,,,,,,,,,,,Seaspan Corp.,0.12995482676633663,0,0,0
US8168515059,,611.6275,,,,,,,,,,,,,Sempra Energy,0.5821406376103037,0,0,0
US8465112022,,89.320165,,,,,,,,,,,,,"Spark Energy, Inc.",0.08501399594452101,0,0,0
MHY8565J1358,,100.9,,,,,,,,,,,,,Teekay Offshore Partners LP,0.09603556140768627,0,0,0
US9478905055,,146.58,,,,,,,,,,,,,Webster Financial Corp.,0.1395133061559827,0,0,0
US94988N2071,,281.6,,,,,,,,,,,,,Wells Fargo Real Estate Investment Corp.,0.2680239255937012,0,0,0
BMG053841620,,248.072,,,,,,,,,,,,,Aspen Insurance Holdings Ltd.,0.23611232695270115,0,0,0
BMG053841547,,289.63,,,,,,,,,,,,,Aspen Insurance Holdings Ltd.,0.2756667953469591,0,0,0
US29278N3017,,448.92,,,,,,,,,,,,,Energy Transfer Operating LP,0.42727734615598134,0,0,0
US29278N4007,,454.434,,,,,,,,,,,,,Energy Transfer Operating LP,0.43252551350585233,0,0,0
BMG686031441,,318.29832000000005,,,,,,,,,,,,,PartnerRe Ltd.,0.30295300154929017,0,0,0
