ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,REIT,Sector,Industry,Company Name,Normalized AFFO Growth,ROE,Debt/Equity,AISC(WC),Weight,Cap,Excess Weight,Total Weight
US30303M1027,,,,,,,,,,,,0,0,Communication Services,,,,,,,1.973684210526316,0,0.0,0.0
US58471A1051,,,,,,,,,,,,0,0,Health Care,,,,,,,1.973684210526316,0,0.0,0.0
NL0009805522,,,,,,,,,,,,0,0,Communication Services,,,,,,,1.973684210526316,0,0.0,0.0
US7310681025,,,,,,,,,,,,0,0,Consumer Discretionary,,,,,,,1.973684210526316,0,0.0,0.0
US25278X1090,,,,,,,,,,,,0,0,Energy,,,,,,,1.973684210526316,0,0.0,0.0
US2441991054,,,,,,,,,,,,0,0,Industrials,,,,,,,1.973684210526316,0,0.0,0.0
US57665R1068,,,,,,,,,,,,0,0,Communication Services,,,,,,,1.973684210526316,0,0.0,0.0
US7010941042,,,,,,,,,,,,0,0,Industrials,,,,,,,1.973684210526316,0,0.0,0.0
US8936411003,,,,,,,,,,,,0,0,Industrials,,,,,,,1.973684210526316,0,0.0,0.0
US33829M1018,,,,,,,,,,,,0,0,Consumer Discretionary,,,,,,,1.973684210526316,0,0.0,0.0
US74144T1088,,,,,,,,,,,,0,0,Financials,,,,,,,1.973684210526316,0,0.0,0.0
BMG667211046,,,,,,,,,,,,0,0,Consumer Discretionary,,,,,,,1.973684210526316,0,0.0,0.0
US64110L1061,,,,,,,,,,,,0,0,Communication Services,,,,,,,1.973684210526316,0,0.0,0.0
US50212V1008,,,,,,,,,,,,0,0,Financials,,,,,,,1.973684210526316,0,0.0,0.0
US6795801009,,,,,,,,,,,,0,0,Industrials,,,,,,,1.973684210526316,0,0.0,0.0
US8826101086,,,,,,,,,,,,0,0,Energy,,,,,,,1.973684210526316,0,0.0,0.0
US6153691059,,,,,,,,,,,,0,0,Financials,,,,,,,1.973684210526316,0,0.0,0.0
US6174464486,,,,,,,,,,,,0,0,Financials,,,,,,,1.973684210526316,0,0.0,0.0
