ISIN,MCAP,SMCAP/FFMCAP,Theme,Score,ADTV,ADTV3M,ADTV20D,Classification,Domicile,Primary Listing,Dividend Yield,MLP,Sector,Industry,Weight,Cap
US48203R1041,,9660.86046,,0.235294118,,,,,,,,,,,1.0,1
US09227Q1004,,3312.89149,,0.235294118,,,,,,,,,,,1.0,1
US64110L1061,,140415.0092,,0.235294118,,,,,,,,,,,1.0,1
US54142L1098,,4547.27856,,0.235294118,,,,,,,,,,,1.0,1
KR7005930003,,222407.3222,,0.235294118,,,,,,,,,,,1.0,1
US1924461023,,38829.61768,,0.235294118,,,,,,,,,,,1.0,1
US34959E1091,,12178.0476,,0.235294118,,,,,,,,,,,1.0,1
US7153471005,,3199.32784,,0.235294118,,,,,,,,,,,1.0,1
GB00BDD85M81,,3561.789992,,0.235294118,,,,,,,,,,,1.0,1
DE000A2GS401,,2788.01438,,0.176470588,,,,,,,,,,,1.0,1
US88076W1036,,5152.338,,0.176470588,,,,,,,,,,,1.0,1
US6668071029,,46917.3326,,0.176470588,,,,,,,,,,,1.0,1
US5398301094,,80637.61526,,0.176470588,,,,,,,,,,,1.0,1
US9285634021,,16569.364980000002,,0.176470588,,,,,,,,,,,1.0,1
US87336U1051,,8667.80928,,0.176470588,,,,,,,,,,,1.0,1
US0378331005,,728011.2778,,0.176470588,,,,,,,,,,,1.0,1
US4592001014,,120769.6347,,0.916666667,,,,,,,,,,,1.0,1
US42824C1099,,20196.91032,,0.916666667,,,,,,,,,,,1.0,1
US5949181045,,819267.3055,,0.833333333,,,,,,,,,,,1.0,1
US4581401001,,218798.16,,0.833333333,,,,,,,,,,,1.0,1
US68389X1054,,176718.3716,,0.75,,,,,,,,,,,1.0,1
JP3592200004,,17798.87803,,0.666666667,,,,,,,,,,,1.0,1
US9839191015,,22660.00065,,0.583333333,,,,,,,,,,,1.0,1
US7475251036,,62753.678510000005,,0.5,,,,,,,,,,,1.0,1
US0079031078,,19788.2586,,0.5,,,,,,,,,,,1.0,1
US67066G1040,,91066.9,,0.41666666700000005,,,,,,,,,,,1.0,1
US2328061096,,4611.2429999999995,,0.41666666700000005,,,,,,,,,,,1.0,1
IE00B58JVZ52,,11093.150759999999,,0.41666666700000005,,,,,,,,,,,1.0,1
US74624M1027,,3715.27728,,0.333333333,,,,,,,,,,,1.0,1
US8716071076,,13453.3597,,0.333333333,,,,,,,,,,,1.0,1
NL0000226223,,12946.39433,,0.333333333,,,,,,,,,,,1.0,1
US64110D1046,,15395.272319999998,,0.166666667,,,,,,,,,,,1.0,1
US5951121038,,38384.64928,,0.083333333,,,,,,,,,,,1.0,1
KR7000660001,,43137.05421,,0.083333333,,,,,,,,,,,1.0,1
TW0003443008,,882.7130672000001,,0.083333333,,,,,,,,,,,1.0,1
TW0002344009,,1797.0869030000001,,0.083333333,,,,,,,,,,,1.0,1
TW0008299009,,1546.86654,,0.083333333,,,,,,,,,,,1.0,1
US4592001014,,120769.6347,,0.916666667,,,,,,,,,,,1.0,1
